Pilot ID,Name,Contact Information,Airline/Organization,Job Title,Training Enrollment Date,Training Status,Verification Status,Verification Date,Simulator Type,Training Program,Session Start Date,Session End Date,Session Frequency,Session Records,Training Cost,Subsidy Amount,Final Cost to Pilot,Enrollment Method,Coordinator,Comments/Notes,Compliance Status,Audits,Last Update Date,Report Generation Date,Data Extraction Date,Statistical Metrics
ef9a765e,Vanessa Leblanc,gnicholson@hopkins-fernandez.com,Williams-Nielsen,Museum/gallery exhibitions officer,2022-06-26,Enrolled,Verified,2024-01-14,CAE Simfinity XR Series,Recurrency Training,2024-03-16,2024-05-31,Weekly,4,2943,2403,3532,Online,Sean Day,Want continue offer offer of inside difficult.,Non-Compliant,Same too forget born cover administration member.,2024-04-26,2024-01-07,2024-02-29,Avg Usage: 2 sessions/month
79272226,Jesus Powell,adrian31@gmail.com,Wood-Davis,Volunteer coordinator,2021-01-01,Enrolled,Verified,2021-02-19,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-05-13,2024-01-29,Bi-weekly,9,3535,2043,1162,Online,James Garza,Tonight across whole same.,Compliant,Star card PM.,2024-01-31,2024-06-11,2024-07-22,Avg Usage: 5 sessions/month
cf506a1d,James Myers,campbelldawn@porter.info,Young-Keller,Purchasing manager,2023-12-19,Enrolled,Verified,2020-06-19,CAE Simfinity XR Series,Initial Pilot Training,2024-04-30,2024-02-28,Weekly,7,9124,3943,2460,Online,Paul Kane,Push theory major mother quality include.,Compliant,Us another grow theory every sound camera.,2024-05-09,2024-04-29,2024-02-17,Avg Usage: 8 sessions/month
e6ce8ca9,Vanessa Sanders,derrick39@yahoo.com,Taylor-Caldwell,Government social research officer,2024-03-22,Enrolled,Pending,2023-03-16,CAE Simfinity XR Series,Initial Pilot Training,2024-07-31,2024-06-10,Bi-weekly,9,5437,2501,1788,Online,Paula Edwards,Star election rise difference final television.,Compliant,Born baby himself turn trouble take bring.,2024-02-14,2024-02-07,2024-05-16,Avg Usage: 5 sessions/month
db0f2d92,Darrell Young,debrabishop@gmail.com,Baker-Walker,Pathologist,2023-09-23,Completed,Verified,2020-10-17,CAE Prodigy Image Generator,Recurrency Training,2024-05-23,2024-07-08,Bi-weekly,9,4639,689,1183,Online,Kurt Crawford,Share hour shake relationship.,Non-Compliant,Set leave entire cultural keep.,2024-07-26,2024-02-07,2024-08-01,Avg Usage: 7 sessions/month
bc3752a2,Amy Bauer,christopherrodriguez@graham.org,"Wise, Johnson and Gardner",Music tutor,2022-07-08,Enrolled,Verified,2020-06-25,CAE 7000XR Full-Flight,Initial Pilot Training,2024-01-29,2024-07-19,Weekly,2,3446,1015,687,Online,Christopher Rivera,Must expert three individual environmental interesting claim.,Compliant,Nation share issue recently.,2024-05-17,2024-06-08,2024-06-15,Avg Usage: 1 sessions/month
0e33846c,David Diaz,dwilson@daniels.biz,"Cook, Navarro and Gonzalez",Sub,2021-09-25,In Progress,Rejected,2021-07-24,CAE Prodigy Image Generator,Recurrency Training,2024-07-25,2024-02-21,Monthly,5,3879,3484,4794,In-person,Norma Griffin,Important first source present notice picture.,Compliant,Anything who value prevent somebody similar debate them.,2024-06-02,2024-03-20,2024-01-07,Avg Usage: 2 sessions/month
3681e497,Allison Franco,madelinesantiago@gmail.com,Williamson LLC,Ambulance person,2020-11-29,In Progress,Rejected,2021-03-27,CAE Prodigy Image Generator,Recurrency Training,2024-04-21,2024-03-23,Weekly,6,2265,2817,1759,Online,Derek Hodges,How total often address as.,Non-Compliant,Marriage impact compare until nothing recently.,2024-02-03,2024-03-27,2024-03-17,Avg Usage: 5 sessions/month
5c36ca79,Cheyenne Richards,gloria27@gmail.com,Lee-Townsend,Purchasing manager,2021-02-03,Enrolled,Verified,2022-11-22,CAE 7000XR Full-Flight,Recurrency Training,2024-02-01,2024-07-28,Monthly,9,2504,2152,4690,Online,Samuel Norris,From will simply growth economic.,Compliant,More rather generation listen.,2024-02-11,2024-05-22,2024-03-16,Avg Usage: 7 sessions/month
03c45ed4,Jackie Crawford,ricky92@yahoo.com,"Garza, Munoz and Stewart","Engineer, manufacturing systems",2023-12-21,Completed,Pending,2020-01-17,CAE Prodigy Image Generator,Initial Pilot Training,2024-02-09,2024-03-27,Monthly,9,6620,1508,3558,Online,James Grant,Product brother realize meet would campaign career.,Non-Compliant,Choice mean exist herself certain.,2024-05-17,2024-05-01,2024-05-22,Avg Usage: 6 sessions/month
8225bb0b,Bryan Sandoval,churchanthony@hotmail.com,Davidson-Dudley,"Engineer, materials",2021-09-28,Enrolled,Verified,2021-07-06,CAE 7000XR Full-Flight,Initial Pilot Training,2024-07-25,2024-02-11,Weekly,6,7862,4447,2386,Online,Ryan Hawkins,Score probably option either after fish.,Compliant,Floor final strategy administration suggest sea.,2024-01-21,2024-06-07,2024-03-05,Avg Usage: 3 sessions/month
663e063e,Laura Marsh,steven05@hill-evans.com,Hayden-Barnett,Building surveyor,2021-02-12,Completed,Pending,2021-09-23,CAE Prodigy Image Generator,Recurrency Training,2024-04-06,2024-04-28,Weekly,5,8497,4576,2974,In-person,Bryan Smith,Thought best white message worry game turn remember.,Non-Compliant,Rate test finish face.,2024-01-01,2024-03-04,2024-01-27,Avg Usage: 9 sessions/month
f58c471e,Matthew Smith,hawkinskatie@jackson.info,Bryant-Smith,Film/video editor,2021-10-17,Enrolled,Rejected,2020-01-15,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-03-31,2024-07-14,Monthly,1,6457,4101,4050,In-person,Joseph Brown,Property but ground summer always.,Compliant,Reach never very reduce miss.,2024-03-04,2024-04-08,2024-05-13,Avg Usage: 5 sessions/month
607d604b,Patrick Marshall,cdunn@tran.net,Welch-Morton,Building control surveyor,2023-12-20,In Progress,Verified,2022-08-18,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-03-18,2024-01-20,Bi-weekly,9,6483,4107,1877,Online,Shawn Brown,Firm piece expect recently ground think risk.,Non-Compliant,Very white record Congress occur.,2024-02-23,2024-04-01,2024-05-22,Avg Usage: 1 sessions/month
66de0237,William Turner,richard65@yahoo.com,Ray Group,"Engineer, civil (contracting)",2021-07-22,In Progress,Verified,2021-03-22,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-03-25,2024-02-17,Monthly,2,7415,2502,1819,Online,Richard Garcia,Read myself check assume environment huge beat.,Non-Compliant,High line less.,2024-08-05,2024-02-25,2024-08-02,Avg Usage: 4 sessions/month
c2749398,Anna Brennan,thompsonmark@stanley.com,Bass PLC,"Embryologist, clinical",2024-05-14,Enrolled,Rejected,2023-03-31,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-01-31,2024-03-27,Weekly,2,5572,4875,2177,Online,Michael Patterson,Happy seven personal shake find civil.,Non-Compliant,Hear individual amount.,2024-05-19,2024-04-25,2024-01-20,Avg Usage: 8 sessions/month
b223ac3a,Matthew Figueroa,dtaylor@ryan-garcia.net,"Werner, Johnson and Heath",Oceanographer,2024-02-06,In Progress,Pending,2024-06-19,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-02-13,2024-02-24,Bi-weekly,1,4505,1425,1956,In-person,Michael Smith,Trade director sense buy tonight short.,Compliant,Quickly agree surface his across audience add.,2024-04-16,2024-01-18,2024-03-16,Avg Usage: 4 sessions/month
d3056b71,Joe Smith,morenojames@lee.com,Bird-Medina,"Surveyor, planning and development",2024-05-26,In Progress,Rejected,2023-04-25,CAE Simfinity XR Series,Initial Pilot Training,2024-06-13,2024-01-12,Weekly,9,5198,998,4626,In-person,Cheryl Elliott,Summer remember answer if pattern.,Compliant,Fear couple former eye land hear lay.,2024-03-12,2024-05-03,2024-08-05,Avg Usage: 8 sessions/month
4782b5f9,Brian Wright,ystanley@perry.org,Phillips-Kelly,"Chemist, analytical",2023-06-24,Enrolled,Pending,2020-04-05,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-02-28,2024-03-17,Weekly,2,8664,1096,2283,In-person,Kristen Carr,Computer finish once college direction area.,Non-Compliant,Yard him himself example particularly.,2024-06-16,2024-03-24,2024-08-03,Avg Usage: 1 sessions/month
a4807f85,Hannah Patterson,sdurham@mendoza.org,Joseph Inc,"Librarian, public",2022-03-04,Enrolled,Pending,2023-05-02,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-07-16,2024-03-25,Weekly,2,4052,1759,739,Online,Holly Gardner,Hotel mother control address doctor somebody which.,Compliant,What human western case quickly.,2024-05-02,2024-04-14,2024-04-18,Avg Usage: 2 sessions/month
49711508,Sydney Robinson,ericharvey@gmail.com,Gutierrez Inc,Graphic designer,2023-01-27,Completed,Rejected,2022-08-13,CAE 7000XR Full-Flight,Recurrency Training,2024-07-16,2024-06-16,Weekly,8,3218,525,1672,In-person,Kathy Anderson,Beyond travel low fast risk however successful federal.,Compliant,Wear person half lay lead service.,2024-07-10,2024-07-12,2024-07-13,Avg Usage: 3 sessions/month
533cab89,Robert Howard,rgray@moody.biz,"Grimes, Fisher and Rice","Social research officer, government",2021-12-09,In Progress,Rejected,2020-02-01,CAE Prodigy Image Generator,Recurrency Training,2024-06-17,2024-01-23,Weekly,3,3997,3644,3726,In-person,Susan Arias,Only market mouth add shake.,Compliant,Most yeah president hot behavior recently sister.,2024-06-10,2024-03-27,2024-03-05,Avg Usage: 2 sessions/month
c8a3342b,Mark Hinton,ayalasarah@hernandez.com,"Miller, Luna and Ramirez",Magazine features editor,2022-06-22,Completed,Pending,2024-03-30,CAE Simfinity XR Series,Recurrency Training,2024-06-15,2024-05-06,Bi-weekly,5,8075,1467,1238,Online,Emily Jenkins,Impact eight most.,Non-Compliant,Stand as hand race design fly group hotel.,2024-06-17,2024-04-13,2024-03-17,Avg Usage: 4 sessions/month
013944be,Lisa Smith,qlin@gmail.com,Zimmerman Inc,Diplomatic Services operational officer,2022-06-13,Enrolled,Verified,2024-07-21,CAE 7000XR Full-Flight,Recurrency Training,2024-04-08,2024-06-01,Monthly,7,7583,3081,2303,In-person,Erin Copeland DVM,Box always defense total point from.,Non-Compliant,Man heavy as technology majority after chance quickly.,2024-07-24,2024-04-29,2024-03-21,Avg Usage: 9 sessions/month
11eb4a6d,Amy Rollins,jdavis@yahoo.com,Cunningham-Gardner,Heritage manager,2024-06-23,Enrolled,Pending,2022-08-31,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-05-15,2024-01-27,Monthly,7,5458,4952,2134,Online,Lori Johnson,Work trial arm spend.,Non-Compliant,Room pass approach society fund happy.,2024-01-23,2024-05-07,2024-07-13,Avg Usage: 5 sessions/month
568d54d4,Kelsey Perez,onguyen@gmail.com,"Wolfe, Martinez and Carlson",Drilling engineer,2020-10-16,In Progress,Pending,2021-10-23,CAE 7000XR Full-Flight,Initial Pilot Training,2024-03-22,2024-07-14,Bi-weekly,6,3720,2917,4346,In-person,Catherine Bennett,Everything amount summer since.,Compliant,Teacher choice suggest page hot medical bag coach.,2024-05-12,2024-04-26,2024-05-24,Avg Usage: 1 sessions/month
a65c2cd7,Danielle Cherry,cwalker@gmail.com,"Nelson, Costa and Barker",Radiation protection practitioner,2023-01-16,Enrolled,Rejected,2022-03-25,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-02-10,2024-07-11,Monthly,4,9267,1814,3077,In-person,Bryan Walsh,Value really manage fact subject person your society.,Non-Compliant,But main course specific create.,2024-01-16,2024-03-22,2024-05-02,Avg Usage: 8 sessions/month
140cf6be,Tyler Serrano,xdavis@fletcher.org,Joyce LLC,Product manager,2020-11-18,Enrolled,Verified,2021-01-27,CAE 7000XR Full-Flight,Initial Pilot Training,2024-02-25,2024-03-31,Weekly,2,2421,779,3382,Online,Christina Robertson,Night middle enter risk thousand.,Non-Compliant,Business stay standard north we war although year.,2024-04-12,2024-06-27,2024-02-08,Avg Usage: 9 sessions/month
58d14dea,James Jenkins,jade38@hotmail.com,Wood-Sparks,"Scientist, product/process development",2022-03-20,In Progress,Rejected,2022-09-17,CAE 7000XR Full-Flight,Recurrency Training,2024-07-04,2024-07-14,Monthly,4,7336,4029,3208,Online,Eddie Smith,Entire early reveal.,Non-Compliant,Serious property develop medical million my.,2024-03-06,2024-01-08,2024-04-13,Avg Usage: 9 sessions/month
3b7c2f48,Shane Ford,rodriguezanthony@gmail.com,Byrd-Gill,"Lighting technician, broadcasting/film/video",2023-07-01,Completed,Pending,2023-01-10,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-05-08,2024-07-26,Weekly,9,6236,2338,4915,In-person,Joshua Cantrell,Page receive store necessary evening face address amount.,Non-Compliant,Energy while couple option.,2024-06-13,2024-03-06,2024-02-23,Avg Usage: 5 sessions/month
6f5944af,Alexandra Garcia,wendy94@vasquez.com,Lopez and Sons,Information officer,2023-03-18,Completed,Verified,2021-08-03,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-03-01,2024-06-29,Bi-weekly,9,9007,4991,2357,In-person,Mrs. Nicole Bryant MD,Throughout whom popular write respond get.,Non-Compliant,Throughout course maintain scientist card.,2024-02-10,2024-05-20,2024-02-27,Avg Usage: 4 sessions/month
64d95b41,Toni Garrett,gutierrezgerald@hotmail.com,"Hawkins, Moore and Lynn","Nurse, learning disability",2021-10-26,Enrolled,Rejected,2022-08-18,CAE Prodigy Image Generator,Recurrency Training,2024-05-12,2024-01-22,Monthly,1,4420,1575,2570,Online,Brianna Grant,Well control someone girl speak baby task local.,Non-Compliant,Step lawyer far throughout add hear.,2024-03-02,2024-03-01,2024-03-16,Avg Usage: 1 sessions/month
137bed53,Michelle Turner,wardkathy@campbell.com,Watts-Mercado,Broadcast engineer,2024-05-01,Completed,Rejected,2024-06-28,CAE Simfinity XR Series,Recurrency Training,2024-06-09,2024-02-19,Weekly,6,5280,4096,4778,Online,Chelsea Warren,Child new kind.,Non-Compliant,Improve wind several campaign have.,2024-03-28,2024-04-03,2024-08-01,Avg Usage: 2 sessions/month
15513bb2,Lisa Fischer,davidwoods@morrow.com,Powell-Hunt,Location manager,2023-11-25,Enrolled,Verified,2021-04-08,CAE Simfinity XR Series,Initial Pilot Training,2024-07-20,2024-02-09,Weekly,9,3229,826,2733,In-person,Brent Santiago,Near third source popular tell memory doctor.,Non-Compliant,Woman avoid lot citizen main professional card relationship.,2024-04-29,2024-02-11,2024-07-11,Avg Usage: 5 sessions/month
a40843b7,Amy Hess,jacob77@yahoo.com,"Miller, Hansen and Jones","Surveyor, mining",2021-11-20,Completed,Pending,2021-10-06,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-03-03,2024-04-03,Weekly,7,2243,969,3054,In-person,Tara Choi,Look good lose various shake system.,Compliant,Bring thousand test shoulder herself.,2024-01-13,2024-01-31,2024-03-06,Avg Usage: 7 sessions/month
6f52b119,Miguel Bennett,nbarajas@brown-brown.org,Lopez-Vaughan,Child psychotherapist,2021-01-23,Enrolled,Verified,2022-03-23,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-04-11,2024-05-31,Bi-weekly,1,6475,2239,1419,Online,John Sanchez,Sound travel agency.,Non-Compliant,Though radio research item.,2024-05-25,2024-01-27,2024-03-09,Avg Usage: 8 sessions/month
75dc6c8c,Amanda Cantu,daniel16@hotmail.com,Goodman-Krueger,"Doctor, hospital",2020-03-23,In Progress,Rejected,2022-03-17,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-01-13,2024-03-29,Monthly,8,9970,2569,606,Online,Crystal Smith,Outside industry public actually present resource.,Non-Compliant,Radio place perform score really parent specific.,2024-01-21,2024-03-18,2024-05-10,Avg Usage: 5 sessions/month
0b878ef1,Sara Bryant,williamsjennifer@brown.com,Patrick-Murphy,"Engineer, energy",2024-02-29,Enrolled,Rejected,2024-05-08,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-07-08,2024-07-24,Bi-weekly,4,4986,1254,3153,Online,Robert Carter,Together wind cost pressure by.,Compliant,Nor participant order.,2024-02-07,2024-04-03,2024-03-02,Avg Usage: 5 sessions/month
1dfcbcd8,Marco Mullins,ewingcathy@gmail.com,Campbell LLC,Geochemist,2022-03-05,In Progress,Rejected,2020-12-11,CAE 7000XR Full-Flight,Recurrency Training,2024-05-13,2024-07-22,Bi-weekly,7,9790,4606,588,In-person,Lisa Lee,Medical summer oil left able.,Non-Compliant,Debate say front continue beautiful major develop.,2024-05-10,2024-06-09,2024-03-15,Avg Usage: 2 sessions/month
8fa2e307,Barbara Campos,william99@blackburn.info,Nguyen-Fitzpatrick,"Surveyor, insurance",2023-04-11,Enrolled,Rejected,2021-12-10,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-06-15,2024-04-14,Bi-weekly,2,2346,3848,1426,In-person,Rebecca Schneider,Fact note western newspaper notice five listen new.,Compliant,Child few off pay organization.,2024-06-11,2024-02-03,2024-04-23,Avg Usage: 10 sessions/month
23dec2e9,James Sandoval,qgarcia@greene-massey.com,Harrison Group,"Designer, television/film set",2023-01-23,Completed,Verified,2023-07-23,CAE Prodigy Image Generator,Initial Pilot Training,2024-02-21,2024-06-16,Weekly,5,7850,1759,3257,Online,Matthew Salinas,Only control involve ten cultural.,Compliant,Process understand fire range involve.,2024-01-22,2024-02-23,2024-08-05,Avg Usage: 4 sessions/month
6b4b932b,Brianna Conner,vsosa@lee-perez.biz,"Carrillo, Mahoney and Contreras",Theatre manager,2022-11-19,In Progress,Rejected,2021-04-01,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-07-15,2024-04-30,Monthly,6,7860,1969,2896,Online,Lindsay Perez,Inside though beat investment great see.,Non-Compliant,Ball form former beyond again.,2024-08-06,2024-06-20,2024-06-11,Avg Usage: 9 sessions/month
ec960ae6,Zachary White,cmcintyre@sanders-rodriguez.com,"Humphrey, Gallagher and Bailey","Psychotherapist, dance movement",2024-01-29,In Progress,Verified,2023-02-03,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-02-05,2024-07-28,Bi-weekly,5,6536,2353,1849,In-person,Juan Adams,Top a least audience level help prove.,Non-Compliant,Writer a example personal answer store hundred.,2024-06-22,2024-06-23,2024-07-05,Avg Usage: 5 sessions/month
8aa8cf05,Catherine Bailey,jluna@hotmail.com,Davidson-Gordon,Tourist information centre manager,2023-07-16,In Progress,Pending,2022-03-26,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-04-05,2024-05-18,Weekly,9,3508,2059,4699,In-person,Lisa Lloyd,He hit why.,Compliant,Tough project Mrs response.,2024-03-01,2024-07-31,2024-08-04,Avg Usage: 5 sessions/month
13df7625,Mitchell Zhang,nicholstravis@yahoo.com,Mcdonald Group,Volunteer coordinator,2021-02-22,Completed,Rejected,2022-03-25,CAE Prodigy Image Generator,Recurrency Training,2024-05-18,2024-01-05,Monthly,3,8356,4513,4131,In-person,Gary Moon,Movie resource determine worker affect price.,Compliant,Decision party woman effect walk soon energy.,2024-02-09,2024-07-29,2024-05-19,Avg Usage: 1 sessions/month
3076f3c6,James Marsh,gbrowning@yahoo.com,Barrett Group,Government social research officer,2020-08-31,Completed,Verified,2022-11-07,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-04-23,2024-02-15,Weekly,5,7418,2835,2424,Online,Molly Vasquez,At talk with become idea.,Compliant,Occur could without computer bag.,2024-02-08,2024-04-25,2024-05-01,Avg Usage: 10 sessions/month
a73bf7d1,Ronald Clark,ddodson@gmail.com,Simmons-Wilson,Insurance claims handler,2022-06-09,Enrolled,Verified,2021-08-15,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-01-03,2024-02-10,Monthly,1,6907,3469,2743,Online,Kari Soto,Talk strong hope baby catch fill thank fill.,Compliant,Ahead compare owner reveal Mrs.,2024-01-01,2024-04-27,2024-02-07,Avg Usage: 6 sessions/month
5284d4e5,Michael Sullivan,michael58@gmail.com,"Sexton, Moyer and Kim",Toxicologist,2024-01-08,In Progress,Pending,2021-01-22,CAE Prodigy Image Generator,Recurrency Training,2024-02-02,2024-04-05,Monthly,6,4136,2982,2260,Online,Randall Russell,Unit international price court forget report final three.,Compliant,Standard part opportunity north.,2024-02-19,2024-07-09,2024-03-10,Avg Usage: 1 sessions/month
